query_file,NumberOfLines,NumberOfKeywords,Keywords,Class,time_pretransfer_mean,time_pretransfer_median,time_pretransfer_std,time_total_mean,time_total_median,time_total_std,NumberOfResult,Error
Query_036.sparql,8,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2, 'limit': 1}",Error,0.0004990999999999999,0.0004575,8.834710584456692e-05,0.0015207999999999999,0.0014199999999999998,0.0001676337277121364,,"ParseException, cause: Unexpected input: a ontolex:LexicalEntry ; 
        ontolex:sense ?sense. # get the sense
  ?sense wdt:P5137 ?meaning. #extract the meaning
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en""}
}
group by ?meaning ?meaningLabel # 2 here to avoid ""bad aggregate"", see https://www.wikidata.org/wiki/Wikidata:SPARQL_tutorial#Painting_materials
order by desc(?count) # rank by the most translated concepts 
limit 100 # only show the 100 highest to avoid clutter"
Query_037.sparql,8,2,"{'select': 1, 'where': 1}",Error,0.0004228,0.0004175,1.758029199605817e-05,0.0012349000000000001,0.0012339999999999999,2.765843250961429e-05,,"ParseException, cause: Unexpected input: a ontolex:LexicalEntry ; 
       dct:language ?language ;
       wikibase:lemma ?lemma .
  ?language wdt:P218 'sv'. # language
  ?l ontolex:sense ?sense.
     ?sense wdt:P6271 ?demoPlace.
  ?demoPlace wdt:P625 ?coords
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". }
}"
Query_038.sparql,8,2,"{'select': 1, 'where': 1}",Success,0.0004299,0.00043,2.5203394833059916e-05,0.027494200000000003,0.027431499999999998,0.0003333249332274904,0,Empty Response
Query_039.sparql,4,4,"{'select': 1, 'Order': 2, 'limit': 1}",Error,0.00038,0.00037799999999999997,1.4779866184930253e-05,0.0011887,0.0011665,6.218082948590794e-05,,"ParseException, cause: Error in SELECT: unexpected token: *"
Query_040.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.00039500000000000006,0.000396,1.581841402360624e-05,0.0025080000000000002,0.002494,0.00011808659722612235,740,
Query_041.sparql,2,4,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 1}",Error,0.0003818,0.000377,1.895491727465168e-05,0.0011938,0.0011905,2.82834855623481e-05,,"NOT YET IMPLEMENTED (The property path (<http://www.wikidata.org/prop/direct/P1647>)* can evaluate to the empty path which is not yet supported.; in ../src/engine/QueryPlanner.cpp, line 1487, function std::vector<QueryPlanner::SubtreePlan> QueryPlanner::seedFromPropertyPathTriple(const SparqlTriple&))"
Query_042.sparql,5,7,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2}",Success,0.0003883,0.000388,1.13338235188111e-05,0.0016726999999999998,0.00167,4.568503280312075e-05,17,
Query_043.sparql,4,3,"{'select': 1, 'distinct': 1, 'where': 1}",Success,0.0004005,0.000397,1.5536694915228566e-05,0.0021573,0.0019485000000000001,0.0004971371485258815,107,
Query_044.sparql,3,6,"{'select': 1, 'where': 1, 'Order': 2, 'StringFunc': 1, 'TermFunc': 1}",Error,0.0003752,0.000374,8.175845182269803e-06,0.0011728,0.001175,2.424779485964762e-05,,"ParseException, cause: Expected a token of type AGGREGATE but got a token of type IRI (xsd:integer) in the input at pos 2029 : xsd:integer(STRAFTER(STR(?property), 'P')))"
Query_045.sparql,6,10,"{'select': 1, 'SetFunc': 1, 'as': 1, 'PropertyPath': 4, 'groupby': 1, 'Order': 2}",Error,0.0003815,0.000383,7.820912137766698e-06,0.0011972,0.0011905,2.8828226908130627e-05,,"This parser currently doesn't support COUNT(*), please specify an explicit expression for the COUNT"
Query_046.sparql,4,2,"{'select': 1, 'where': 1}",Error,0.0003796,0.00037850000000000004,5.834761729877608e-06,0.0011854,0.0011515000000000002,6.949852116732012e-05,,"ParseException, cause: Unexpected input: [ prov:wasDerivedFrom [ pr:P958 ?reference ] ] .
}"
Query_047.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.00038700000000000003,0.000377,2.0693530926891664e-05,0.0018841,0.001862,9.511566058693437e-05,203,
Query_048.sparql,12,19,"{'select': 2, 'where': 2, 'SetFunc': 1, 'as': 1, 'PropertyPath': 2, 'minus': 3, 'filter': 1, 'notexists': 1, 'groupby': 1, 'Order': 4, 'limit': 1}",Error,0.0003918,0.0003925,6.0699624747146836e-06,0.0013882,0.0013909999999999999,3.651118550070194e-05,,"ParseException, cause: Unexpected input: NOT EXISTS {
    ?article schema:about ?item .
    ?article schema:isPartOf <https://en.wikipedia.org/> . #Targeting Wikipedia language where subjects has no article.
  }
  } GROUP BY ?item ORDER BY DESC (?cnt) LIMIT 1000 #Sorted by amount of articles in other languages. Result limited to 1000 lines to not have a timeout error.
}
#SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en,fr,es,de"" }  #Service to resolve labels in (fallback) languages: automatic user language, English, French, Spanish, German.
} ORDER BY DESC (?cnt)"
Query_049.sparql,6,3,"{'select': 1, 'where': 1, 'Order': 1}",Error,0.0003922,0.00038250000000000003,2.2220111010823805e-05,0.0017489,0.001745,5.518343149090231e-05,,"CHECK FAILED (Variable could not be mapped to result column. Var: ?itemLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)"
Query_050.sparql,9,9,"{'select': 1, 'SetFunc': 1, 'distinct': 1, 'as': 1, 'where': 1, 'PropertyPath': 1, 'groupby': 1, 'Order': 2}",Error,0.0003908,0.000388,1.6558314460650224e-05,0.0013465,0.0013325,7.142245211883073e-05,,"ParseException, cause: Expected a token of type IRI but got a token of type RDFLITERAL (/) in the input at pos 211 : / wikibase:wikiGroup ""wikipedia"" . # only Wikipedias articles
  hint:Prior hint:gearing ""forward"" .
  # This hint says to search the property chain above from left to right (""forward""),
  # i.e. it is checked if each previously found value for ?article "
Query_051.sparql,7,8,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 2, 'TermFunc': 2, 'limit': 1}",Error,0.0003824,0.0003805,8.90942073188699e-06,0.0012374,0.0012109999999999998,6.700281917783587e-05,,"ParseException, cause: Expected '.' but got 'filter' in the input at pos 2181 : filter (lang(?LabelEN) = ""en"") .
  ?item rdfs:label ?LabelUK filter (lang(?LabelUK) = ""uk"") .
}
LIMIT 300"
Query_052.sparql,8,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 1, 'limit': 1}",Error,0.0003901,0.0003875,1.3160969231447628e-05,0.0012025,0.001196,7.72848267413756e-05,,"ParseException, cause: Unexpected input: [ wikibase:wikiGroup ""wikisource"" ];
                      schema:inLanguage ?wikisourceLanguage;
                      schema:about ?item.
  ?paper wdt:P31 wd:Q13442814;
         wdt:P50 ?item.
}
ORDER BY ?wikisourceLanguage
LIMIT 300"
Query_053.sparql,7,3,"{'select': 1, 'where': 1, 'optional': 1}",Success,0.0004462,0.00044899999999999996,1.657843311186086e-05,0.10512790000000001,0.104236,0.0034576339196367004,39986,
Query_054.sparql,6,6,"{'select': 1, 'where': 1, 'filter': 1, 'Order': 2, 'limit': 1}",Error,0.00040029999999999997,0.0003955,1.4491760110873748e-05,0.0014085,0.001448,0.00015331974577478415,,"ParseException, cause: Unexpected input: && ?died < ""2019-01-01T00:00:00Z""^^xsd:dateTime)
  ?person wikibase:sitelinks ?sitelinks.
#  service wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". }
}  order by desc(?sitelinks) limit 100"
Query_056.sparql,6,5,"{'select': 1, 'where': 1, 'groupby': 1, 'Order': 2}",Error,0.00038770000000000005,0.000386,8.564137110324914e-06,0.0016692999999999999,0.0016805000000000001,4.003068267661142e-05,,"BAD QUERY (Groupby variable ?parentLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))"
Query_057.sparql,10,5,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1, 'Order': 1}",Success,0.00039500000000000006,0.000388,2.3257018056683218e-05,0.0024684999999999998,0.0024165000000000002,0.00013710194909061097,549,
Query_058.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.0003833,0.0003835,8.000694414306252e-06,0.0019119,0.0018960000000000001,8.06562665472022e-05,327,
Query_059.sparql,6,2,"{'select': 1, 'where': 1}",Success,0.0003918,0.00039150000000000003,2.1306232786571065e-05,0.0035857,0.0035659999999999997,0.00011954455236438002,0,Empty Response
Query_060.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 1, 'StringFunc': 1}",Error,0.000377,0.00037600000000000003,1.3727506854649339e-05,0.0011966,0.0011765,6.335824071631614e-05,,"ParseException, cause: Unexpected input: STARTS(?bandLabel, 'M')) .
}"
Query_061.sparql,13,15,"{'select': 2, 'where': 2, 'SetFunc': 2, 'distinct': 1, 'as': 2, 'DateFunc': 1, 'filter': 1, 'TermFunc': 1, 'groupby': 1, 'Order': 2}",Error,0.0003927,0.000387,1.4892578315687631e-05,0.0013624000000000002,0.001358,4.597632240862929e-05,,aggregates like COUNT are the only 'builtInCalls' that are supported by this parser
Query_062.sparql,7,6,"{'select': 1, 'distinct': 1, 'PropertyPath': 2, 'Order': 2}",Error,0.0003867,0.000383,1.4118939211018795e-05,0.0011455,0.001135,3.4092195261933126e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_063.sparql,19,17,"{'select': 2, 'where': 2, 'SetFunc': 4, 'as': 4, 'union': 1, 'optional': 1, 'groupby': 1, 'Order': 2}",Error,0.00041390000000000003,0.0004175,8.464960458003058e-06,0.00458,0.0045085,0.0002425837770521536,,"BAD QUERY (Could not find a suitable execution tree. Likely cause: Queries that require joins of the full index with itself are not supported at the moment.; in ../src/engine/QueryPlanner.cpp, line 2287, function std::vector<std::vector<QueryPlanner::SubtreePlan> > QueryPlanner::fillDpTab(const QueryPlanner::TripleGraph&, const std::vector<SparqlFilter>&, const std::vector<std::vector<QueryPlanner::SubtreePlan> >&))"
Query_064.sparql,5,11,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 8}",Error,0.00038219999999999997,0.0003815,5.432413009990219e-06,0.0013062,0.0012829999999999999,8.871026497035792e-05,,"NOT YET IMPLEMENTED (The property path ((<http://www.wikidata.org/prop/direct/P279>)?)/((<http://www.wikidata.org/prop/direct/P31>)?) can evaluate to the empty path which is not yet supported.; in ../src/engine/QueryPlanner.cpp, line 1487, function std::vector<QueryPlanner::SubtreePlan> QueryPlanner::seedFromPropertyPathTriple(const SparqlTriple&))"
Query_065.sparql,21,22,"{'select': 3, 'where': 3, 'SetFunc': 5, 'as': 5, 'union': 1, 'optional': 1, 'groupby': 2, 'Order': 2}",Error,0.0004077,0.000404,1.3055862880543555e-05,0.0045788999999999995,0.004568,4.060774419847611e-05,,"BAD QUERY (Could not find a suitable execution tree. Likely cause: Queries that require joins of the full index with itself are not supported at the moment.; in ../src/engine/QueryPlanner.cpp, line 2287, function std::vector<std::vector<QueryPlanner::SubtreePlan> > QueryPlanner::fillDpTab(const QueryPlanner::TripleGraph&, const std::vector<SparqlFilter>&, const std::vector<std::vector<QueryPlanner::SubtreePlan> >&))"
Query_066.sparql,10,16,"{'select': 2, 'PropertyPath': 1, 'as': 3, 'where': 2, 'SetFunc': 2, 'distinct': 2, 'groupby': 1, 'Order': 2, 'limit': 1}",Error,0.00039420000000000004,0.000391,1.2416834450767932e-05,0.0018325999999999998,0.0018210000000000001,7.035181431759785e-05,,"CHECK FAILED (Variable could not be mapped to result column. Var: ?rank; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)"
Query_067.sparql,8,5,"{'select': 1, 'where': 1, 'bind': 1, 'as': 1, 'Order': 1}",Error,0.0003766,0.000376,1.1974046007001066e-05,0.0012517000000000001,0.001246,5.530531419111345e-05,,"ParseException, cause: Unexpected input: [
          pq:P1545 ?seasonNumber] .
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" }
} ORDER BY xsd:integer(?seasonNumber)"
Query_069.sparql,15,17,"{'select': 1, 'SetFunc': 4, 'as': 4, 'optional': 3, 'PropertyPath': 1, 'groupby': 1, 'Order': 1, 'if': 1, 'bound': 1}",Error,0.000394,0.0003945,5.773502691896247e-06,0.0015789,0.0015485,8.943209714638251e-05,,"ParseException, cause: Error in SELECT: unexpected token: {"
Query_070.sparql,8,7,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'optional': 1, 'Order': 1}",Error,0.0003805,0.0003835,7.863417408056972e-06,0.0012156,0.0012115,2.5565601890039738e-05,,"ParseException, cause: Expected either a variable or ASC/DESC after ORDER BY."
Query_071.sparql,7,7,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'optional': 1, 'groupby': 1, 'Order': 1}",Error,0.0003782,0.000376,1.3147031773158702e-05,0.0013004,0.0012835,4.681927428361576e-05,,"ParseException, cause: Expected '.' but got 'optional' in the input at pos 163 : OPTIONAL { ?item wdt:P18 ?_image. }
} GROUP BY ?item ?itemLabel ?_image
ORDER BY (?date)"
Query_072.sparql,6,6,"{'select': 1, 'SetFunc': 1, 'distinct': 1, 'as': 1, 'where': 1, 'groupby': 1}",Error,0.0003872,0.000385,1.447449864800544e-05,0.0016828,0.0016665,9.6140868867858e-05,,absl::container_internal::raw_hash_map<>::at
Query_073.sparql,11,13,"{'select': 1, 'SetFunc': 2, 'as': 2, 'where': 1, 'minus': 1, 'optional': 3, 'groupby': 1, 'Order': 2}",Error,0.000403,0.000398,1.5909466085042305e-05,0.0014585,0.0014635,2.3782579992740782e-05,,"ParseException, cause: Unexpected input: [] }
  OPTIONAL { ?item wdt:P18 ?img }
  OPTIONAL { ?item wdt:P569 ?dob } 
  OPTIONAL { ?item wikibase:sitelinks ?sl } 
    #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en""}
} GROUP BY ?item ?itemLabel ?itemDescription ?sl
ORDER BY DESC(?sl)"
Query_074.sparql,8,3,"{'select': 1, 'where': 1, 'limit': 1}",Error,0.00039709999999999995,0.000393,1.664965798781196e-05,0.0012369999999999998,0.0012315,3.4032664048267236e-05,,"ParseException, cause: Expected 'union' but got '{' in the input at pos 2007 : { ?item wdt:P106 wd:Q33999 }
 
  # look for articles (sitelinks) in Punjabi (""pa"")
    { ?sitelink schema:about ?item . ?sitelink schema:inLanguage ""pa"" }

  # humans only
    ?item wdt:P31 wd:Q5 .
}
#Listeria can only handle up to 5000
LIMIT 5000"
Query_075.sparql,6,7,"{'select': 1, 'where': 1, 'optional': 2, 'PropertyPath': 1, 'Order': 2}",Error,0.0003894,0.0003865,1.1067469850371808e-05,0.0012563,0.0012345,9.120313103787121e-05,,"ParseException, cause: Expected a token of type IRI but got a token of type RDFLITERAL (/) in the input at pos 1999 : / ps:P175 ?performer }
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" }
}
ORDER BY ASC(xsd:integer(?ordinal) )"
Query_076.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.00044780000000000004,0.0004415,1.530286828597103e-05,0.1322339,0.1313435,0.004124710587827142,46479,
Query_077.sparql,4,4,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 1}",Error,0.0003872,0.000386,1.2726175998922665e-05,0.0013583,0.0014104999999999999,0.00013947683997312565,,"ParseException, cause: Unexpected input: && (?pubdate <= ""2017-12-31T00:00:00Z""^^xsd:dateTime))
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". }
}"
Query_078.sparql,12,9,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1, 'filter': 2, 'StringFunc': 1, 'Order': 1, 'limit': 1}",Error,0.0003844,0.0003865,6.203941399536979e-06,0.0012555,0.001238,7.196025137378119e-05,,"ParseException, cause: Unexpected input: CONTAINS(?genreLabel, ""rock"") .
    FILTER (?statementcount > 50 ) .
    #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" }
}
ORDER BY ?humanLabel
LIMIT 50"
